descricao;empenhado;liquidado;pago
"14422147012350000";"188.955,49";"128.413,96";"113.492,70"
"14422228620830000";"2.502.927,78";"2.191.344,97";"2.011.955,65"
"14422228620860000";"54.969,79";"54.969,79";"54.969,79"
"14422228920680000";"4.533.663,22";"4.533.663,22";"4.530.742,15"
"14423143610860000";"8.778.786,77";"7.579.785,59";"6.790.570,66"
"14423228913020000";"497.800,00";"497.800,00";"497.800,00"
"15122228621080000";"7.456.124,16";"5.878.170,03";"5.848.514,03"
"15122228621410000";"13.366.458,37";"10.208.973,89";"9.822.943,35"
"15122228920400000";"15.793.957,29";"15.793.957,29";"15.619.897,75"
"15122228920690000";"7.072.157,89";"7.072.157,89";"7.059.132,37"
"15128143321440000";"79.929,66";"65.292,05";"52.512,05"
"15451143510610000";"8.697.553,77";"2.563.917,74";"2.563.917,74"
"15451143511000000";"17.452.394,08";"8.349.791,11";"8.000.959,23"
"15451143513310000";"3.727.655,17";"2.148.224,34";"1.903.598,68"
"15451143521430000";"10.478.189,38";"5.928.169,14";"5.707.493,09"
"15451144310560000";"1.000,00";"1.000,00";"1.000,00"
"15451144310600000";"4.952.200,00";"0,00";"0,00"
"15451144310970000";"10.237.388,47";"6.712.787,65";"4.925.524,66"
"15451144310980000";"11.383.636,14";"6.928.588,47";"6.928.588,47"
"15451144310990000";"6.066.409,24";"5.054.307,48";"5.054.307,48"
"15451144321420000";"15.057.535,32";"10.095.249,50";"9.056.295,29"
"15451144322010000";"18.706.017,01";"18.706.014,41";"18.706.014,41"
"15451144322010001";"37.442,95";"37.442,95";"35.236,48"
"15451144322010002";"7.479.693,31";"4.464.145,70";"4.464.145,70"
"15451144380285110";"100.000,00";"0,00";"0,00"
"15451144380285419";"0,00";"0,00";"0,00"
"15452144380285111";"120.000,00";"120.000,00";"120.000,00"
"15452229280285632";"150.000,00";"0,00";"0,00"
"15543145980285153";"130.000,00";"130.000,00";"130.000,00"
"16122228621160000";"948.831,90";"489.904,19";"489.904,19"
"16122228622750000";"183.774,05";"182.451,00";"182.451,00"
"16122228921170000";"5.039.106,75";"5.039.106,75";"4.879.398,78"
"16482144410570000";"36.308.170,21";"12.163.504,67";"10.734.000,89"
"17122228920550000";"18.800.233,19";"18.800.233,19";"18.800.233,19"
"17128143321680000";"21.842,25";"21.842,25";"21.842,25"
"17512143511340000";"500.000,00";"162.928,95";"162.928,95"
"17512144110450000";"413.175,12";"393.175,12";"393.175,12"
"17512145311010000";"687.470,89";"0,00";"0,00"
"17512145311020000";"401.294,74";"223.007,07";"223.007,07"
"17512145311030000";"5.044.090,10";"305.483,81";"305.483,81"
"17512145311290000";"11.833.951,29";"8.440.289,47";"6.888.123,32"
"17512145311300000";"2.763.118,44";"1.333.982,90";"912.617,19"
"17512145311320000";"965.751,87";"733.341,87";"733.341,87"
"17512145311330000";"12.595,08";"12.595,08";"12.595,08"
"17512228621660000";"32.795.076,41";"26.218.374,95";"26.210.868,66"
"17512228621750000";"132.772,06";"132.772,06";"132.772,06"
"17512228921670000";"15.109.150,22";"15.109.150,22";"14.831.700,24"
"18122143511190000";"300.000,00";"33.676,18";"33.676,18"
"18122228621630000";"1.730.348,24";"1.462.644,17";"1.374.790,75"
"18122228621690000";"2.382.753,88";"1.285.172,29";"1.217.424,99"
"18122228621700000";"4.792.495,88";"3.570.031,57";"3.570.031,57"
"18122228621710000";"677.290,76";"457.879,38";"451.518,66"
"18122228621900000";"214.985,98";"144.884,63";"138.377,63"
"18122228920480000";"2.513.052,61";"2.513.052,61";"2.513.052,61"
"18541146011200000";"371.627,68";"345.773,88";"269.041,74"
"18541146011210000";"216.753,00";"143.982,19";"2.090,00"
"18541146011230000";"1.001,87";"1.001,87";"1.001,87"
"18541146011240000";"1.292.316,96";"694.047,07";"659.743,57"
"18541146011250000";"156.085,69";"74.641,76";"72.136,64"
"18541146011260000";"14.421,51";"14.421,51";"10.484,88"
"18541146011400000";"1.972.340,03";"1.117.540,68";"1.116.565,68"
"18541146011540000";"1.792.540,96";"1.677.129,74";"1.677.129,74"
"18541146011550000";"266.850,05";"266.850,05";"266.850,05"
"18541146022290000";"2.047.100,00";"2.047.100,00";"2.047.100,00"
"18541228920450000";"13.590.951,20";"13.590.951,20";"13.568.848,29"
"18542145911270000";"2.277.517,82";"1.694.969,67";"1.665.042,63"
"18542145911280000";"673.176,59";"224.836,59";"224.836,59"
"18542145911350000";"721,55";"721,55";"721,55"
"18542145911370000";"858.587,18";"858.587,18";"844.074,72"
"18542145921640000";"84.663,07";"45.188,18";"45.188,18"
"18542145921650000";"845.645,62";"477.255,92";"327.302,84"
"18542228920470000";"13.753.216,21";"13.753.216,21";"13.683.102,91"
"18544145980285101";"100.000,00";"100.000,00";"100.000,00"
"18544146011220000";"1.359.933,89";"960.872,16";"960.764,54"
"19122228621910000";"2.081.989,41";"1.790.879,66";"1.692.972,96"
"19122228622440000";"382.156,75";"298.892,03";"289.656,19"
"19122228622830000";"5.149.063,14";"4.553.713,27";"4.103.087,89"
"19126145812050000";"10.852.417,17";"8.972.009,04";"8.968.009,04"
"19543228920460000";"10.879.775,65";"10.879.775,65";"10.845.964,41"
"19571145711560000";"137.900,00";"59.100,00";"59.100,00"
"19571145780285006";"20.000,00";"0,00";"0,00"
"19571145780285336";"50.000,00";"0,00";"0,00"
"19571145780285393";"60.000,00";"60.000,00";"60.000,00"
"19571145780285452";"100.000,00";"100.000,00";"100.000,00"
"19572145711570000";"179.937,53";"144.430,05";"144.430,05"
"19572145780285150";"200.000,00";"200.000,00";"200.000,00"
"19573144780285189";"100.000,00";"0,00";"0,00"
"19573145711580000";"767.592,35";"478.078,86";"478.078,86"
"19573145712190000";"2.710.273,00";"2.701.950,00";"2.701.950,00"
"19573145712200000";"273.751,90";"273.751,90";"273.751,90"
"19573145712800000";"12.420,82";"12.420,82";"12.420,82"
"19573145712820000";"325.301,81";"325.301,81";"325.301,81"
"19573145712830000";"1.089.373,97";"1.089.373,97";"958.114,97"
"19573145780285074";"50.000,00";"50.000,00";"50.000,00"
"19573145780285165";"50.000,00";"50.000,00";"50.000,00"
"19573228920670000";"13.099.428,15";"13.099.428,15";"13.099.428,15"
"20122228621100000";"11.075.638,07";"9.325.302,62";"9.322.409,72"
"20122228621110000";"2.683.858,00";"1.893.167,77";"1.868.350,48"
"20122228621140000";"6.246.429,27";"4.627.086,89";"4.359.241,17"
"20122228621490000";"1.212.205,36";"917.654,27";"796.558,63"
"20122228921120000";"8.935.338,19";"8.935.338,19";"8.782.879,30"
"20128143310720000";"136.355,19";"123.085,19";"123.085,19"
"20128143321150000";"269.483,09";"262.626,34";"168.962,40"
"20128143321510000";"34.581,00";"32.901,00";"10.904,00"
"20451143510730000";"2.245.228,14";"1.764.337,38";"1.764.337,38"
"20601143680285018";"400.000,00";"400.000,00";"400.000,00"
"20601144680285000";"60.000,00";"60.000,00";"0,00"
"20601144680285026";"20.000,00";"20.000,00";"20.000,00"
"20601144680285063";"1.000.000,00";"1.000.000,00";"1.000.000,00"
"20601144680285072";"50.000,00";"50.000,00";"0,00"
"20601144680285095";"150.000,00";"150.000,00";"0,00"
"20601144680285114";"80.000,00";"80.000,00";"0,00"
"20601144680285117";"80.000,00";"80.000,00";"0,00"
"20601144680285123";"100.000,00";"100.000,00";"100.000,00"
"20601144680285127";"100.000,00";"100.000,00";"100.000,00"
"20601144680285128";"100.000,00";"100.000,00";"100.000,00"
"20601144680285129";"50.947,84";"50.947,84";"50.947,84"
"20601144680285137";"300.000,00";"300.000,00";"300.000,00"
"20601144680285147";"400.000,00";"400.000,00";"400.000,00"
"20601144680285152";"150.000,00";"150.000,00";"150.000,00"
"20601144680285154";"70.000,00";"48.300,00";"0,00"
"20601144680285155";"50.000,00";"50.000,00";"50.000,00"
"20601144680285156";"100.000,00";"100.000,00";"100.000,00"
"20601144680285220";"100.000,00";"100.000,00";"0,00"
"20601144680285243";"180.000,00";"180.000,00";"180.000,00"
"20601144680285266";"307.001,89";"307.001,89";"307.001,89"
"20601144680285270";"800.000,00";"800.000,00";"800.000,00"
"20601144680285289";"150.000,00";"150.000,00";"150.000,00"
"20601144680285295";"50.000,00";"50.000,00";"50.000,00"
"20601144680285312";"300.000,00";"300.000,00";"300.000,00"
"20601144680285325";"500.000,00";"500.000,00";"500.000,00"
"20601144680285329";"50.000,00";"50.000,00";"50.000,00"
"20601144680285331";"80.000,00";"80.000,00";"80.000,00"
"20601144680285333";"20.000,00";"20.000,00";"0,00"
"20601144680285334";"30.000,00";"30.000,00";"30.000,00"
"20601144680285339";"40.000,00";"40.000,00";"40.000,00"
"20601144680285344";"20.000,00";"20.000,00";"0,00"
"20601144680285350";"20.000,00";"20.000,00";"20.000,00"
"20601144680285356";"20.000,00";"20.000,00";"0,00"
"20601144680285357";"20.000,00";"20.000,00";"20.000,00"
"20601144680285364";"20.947,84";"20.947,84";"0,00"
"20601144680285381";"50.000,00";"50.000,00";"0,00"
"20601144680285390";"20.000,00";"20.000,00";"20.000,00"
"20601144680285420";"200.000,00";"200.000,00";"200.000,00"
"20601144680285447";"22.000,00";"22.000,00";"22.000,00"
"20602144680285020";"150.000,00";"150.000,00";"150.000,00"
"20602144680285366";"20.000,00";"20.000,00";"20.000,00"
"20605144610750000";"130.218,51";"108.058,51";"59.058,51"
"20605144610760000";"147.009,31";"130.497,42";"130.497,42"
"20606144610770000";"57.617,77";"57.617,77";"57.294,90"
"20606144610780000";"129.687,62";"129.687,62";"129.687,62"
"20606144610830000";"10.189,17";"10.189,17";"1.574,37"
"20606144621500000";"576.100,43";"343.938,65";"296.940,31"
"20606228921480000";"14.385.894,78";"14.385.504,45";"14.385.504,45"
"20607144680285277";"400.000,00";"400.000,00";"400.000,00"
"20608144610790000";"42.379.812,55";"17.766.486,67";"16.537.678,45"
"20608144610800000";"3.150.429,37";"224.960,85";"224.960,85"
"20608144610810000";"327.778,65";"327.778,65";"322.349,18"
"20608144613340000";"6.308.009,80";"4.236.846,97";"4.236.846,97"
"20608228920390000";"30.381.714,01";"30.381.714,01";"29.647.151,46"
"20609144510680000";"1.711.469,68";"1.610.357,45";"1.597.136,46"
"20609144510690000";"827.259,88";"542.972,05";"542.972,05"
"20609144510700000";"355.008,42";"190.827,42";"190.827,42"
"20609144510710000";"723.890,05";"675.028,52";"675.028,52"
"20609228920360000";"27.401.001,36";"27.401.001,36";"27.011.312,27"
"20609229280285615";"100.000,00";"0,00";"0,00"
"20785144680285401";"75.000,00";"75.000,00";"75.000,00"
"20785144680285402";"75.000,00";"75.000,00";"0,00"
"20785144680285405";"100.000,00";"100.000,00";"0,00"
"21127144010310000";"19.574.839,59";"19.256.768,05";"18.283.081,43"
"21127144010320000";"534.696,00";"534.696,00";"514.616,89"
"21127144010330000";"31.890,03";"31.890,03";"31.890,03"
"21127228620840000";"3.884.766,15";"3.808.277,77";"3.376.338,57"
"21127228920350000";"3.291.784,49";"3.291.784,49";"3.286.281,69"
"21128143320850000";"28.142,34";"28.142,34";"24.552,34"
"21631144080285121";"1.468.139,38";"1.459.179,38";"1.459.179,38"
"22122228621860000";"5.709.507,97";"5.458.729,16";"5.457.584,16"
"22662144680285093";"40.000,00";"40.000,00";"0,00"
"23122228622100000";"2.398.220,88";"1.554.655,62";"1.520.513,14"
"23122228920660000";"2.178.427,36";"2.178.427,36";"2.178.427,36"
"23122228922110000";"1.982.044,41";"1.806.221,11";"1.806.221,11"
"23128143322120000";"84.064,11";"35.238,87";"35.238,87"
"23661144780285433";"150.000,00";"0,00";"0,00"
"23665145721620000";"1.973.806,82";"1.544.555,08";"1.544.555,08"
"23691144712840000";"1.030.355,97";"1.030.355,97";"1.030.355,97"
"23691144712850000";"40.138.965,73";"40.138.965,73";"40.138.965,73"
"23691144722130000";"580.821,03";"501.714,49";"501.714,49"
"23691144780285077";"20.000,00";"0,00";"0,00"
"23691144780285432";"20.000,00";"0,00";"0,00"
"23691145780285435";"100.000,00";"0,00";"0,00"
"23691146280285205";"450.000,00";"450.000,00";"450.000,00"
"23691228621840000";"6.911.638,13";"6.840.196,06";"6.763.550,12"
"23695146380285122";"13.092,82";"13.092,82";"13.092,82"
"23695228920510000";"7.377.765,93";"7.377.765,93";"7.377.765,93"
"24122228621030000";"2.924.747,21";"2.516.870,52";"2.248.995,59"
"24122228621060000";"160.894,80";"155.494,80";"155.494,80"
"24128143321050000";"113.397,89";"113.083,01";"91.914,93"
"24722144210500000";"1.795.268,24";"1.389.893,38";"1.242.940,28"
"24722144210510000";"63.600,00";"0,00";"0,00"
"24722144210520000";"10.800,00";"10.800,00";"10.800,00"
"24722144221040000";"21.039.326,17";"18.490.539,31";"18.490.539,31"
"24722144221070000";"224.490,51";"224.490,51";"224.490,51"
"25752144110470000";"23.588,86";"23.588,86";"23.588,86"
"26122228622030000";"73.291.205,99";"67.728.804,39";"63.418.560,68"
"26128143322040000";"68.500,72";"62.110,72";"54.856,12"
"26451143511710000";"5.449.235,31";"4.835.466,63";"4.525.436,96"
"26781144311680000";"3.781.122,61";"3.777.781,91";"3.585.766,04"
"26782144110460000";"226.650,44";"226.650,44";"224.282,70"
"26782144311690000";"3.329.698,00";"1.442.300,00";"1.442.300,00"
"26782144311700000";"9.530.485,46";"9.530.485,46";"9.278.767,97"
"26782144321950000";"38.826.317,57";"35.127.730,51";"33.964.130,10"
"26782144321960000";"36.062.336,84";"35.503.752,35";"35.503.752,35"
"26782144321970000";"52.165.572,07";"35.816.865,56";"34.637.901,13"
"26782144321980000";"61.545.050,15";"56.161.375,97";"53.391.498,28"
"26782144321990000";"3.469.049,62";"2.957.688,21";"2.957.688,21"
"26782144322000000";"3.182.151,55";"2.899.990,09";"2.805.808,43"
"26782144322020000";"2.567.234,10";"2.567.234,06";"2.567.234,06"
"26782144380285087";"100.000,00";"100.000,00";"100.000,00"
"26782144380285112";"200.000,00";"200.000,00";"200.000,00"
"26782144380285423";"300.000,00";"0,00";"0,00"
"26782144380285440";"100.000,00";"0,00";"0,00"
"26782228920500000";"17.735.563,00";"17.735.563,00";"17.317.062,00"
"26784143680285016";"30.000,00";"30.000,00";"30.000,00"
"26784144380285084";"100.000,00";"100.000,00";"100.000,00"
"27241145180285321";"144.000,00";"144.000,00";"144.000,00"
"27423143680285131";"20.000,00";"20.000,00";"20.000,00"
"27785145180285406";"100.000,00";"100.000,00";"100.000,00"
"27811145120960000";"12.106.750,53";"9.454.766,32";"8.037.908,88"
"27811145180285054";"200.000,00";"200.000,00";"200.000,00"
"27811145180285198";"152.000,00";"152.000,00";"0,00"
"27811145180285202";"30.000,00";"30.000,00";"0,00"
"27811145180285206";"261.000,00";"261.000,00";"0,00"
"27811145180285245";"350.000,00";"350.000,00";"350.000,00"
"27811145180285246";"200.000,00";"200.000,00";"200.000,00"
"27811145180285250";"200.000,00";"200.000,00";"200.000,00"
"27811145180285253";"30.000,00";"30.000,00";"30.000,00"
"27811145180285314";"400.000,00";"400.000,00";"400.000,00"
"27811145180285368";"50.000,00";"50.000,00";"50.000,00"
"27811145180285371";"50.000,00";"50.000,00";"50.000,00"
"27811145180285374";"25.000,00";"25.000,00";"25.000,00"
"27811145180285375";"40.000,00";"40.000,00";"40.000,00"
"27811145180285382";"20.000,00";"20.000,00";"20.000,00"
"27811145180285424";"50.000,00";"50.000,00";"50.000,00"
"27811145180285425";"30.000,00";"30.000,00";"30.000,00"
"27812145120990000";"7.255.905,17";"5.804.807,68";"5.288.679,44"
"27812145180285051";"30.000,00";"30.000,00";"30.000,00"
"27812145180285057";"500.000,00";"500.000,00";"500.000,00"
"27812145180285066";"30.000,00";"30.000,00";"30.000,00"
"27812145180285069";"25.000,00";"25.000,00";"25.000,00"
"27812145180285071";"80.000,00";"80.000,00";"80.000,00"
"27812145180285078";"50.000,00";"50.000,00";"50.000,00"
"27812145180285086";"80.000,00";"80.000,00";"80.000,00"
"27812145180285126";"40.000,00";"40.000,00";"40.000,00"
"27812145180285166";"150.947,84";"150.947,84";"150.947,84"
"27812145180285201";"40.000,00";"40.000,00";"0,00"
"27812145180285224";"60.000,00";"60.000,00";"60.000,00"
"27812145180285230";"580.000,00";"580.000,00";"580.000,00"
"27812145180285262";"100.000,00";"100.000,00";"100.000,00"
"27812145180285263";"402.500,00";"402.500,00";"402.500,00"
"27812145180285280";"80.000,00";"80.000,00";"80.000,00"
"27812145180285287";"50.000,00";"50.000,00";"50.000,00"
"27812145180285297";"100.000,00";"100.000,00";"100.000,00"
"27812145180285300";"550.000,00";"550.000,00";"550.000,00"
"27812145180285315";"700.000,00";"700.000,00";"700.000,00"
"27812145180285317";"25.000,00";"25.000,00";"25.000,00"
"27812145180285328";"50.000,00";"50.000,00";"50.000,00"
"27812145180285338";"30.000,00";"30.000,00";"30.000,00"
"27812145180285342";"235.000,00";"235.000,00";"235.000,00"
"27812145180285355";"30.000,00";"30.000,00";"30.000,00"
"27812145180285360";"20.000,00";"20.000,00";"20.000,00"
"27812145180285362";"20.000,00";"20.000,00";"20.000,00"
"27813145120970000";"300.084,13";"61.292,62";"0,00"
"28843228880020000";"66.188,69";"66.188,69";"66.188,69"
"28843228880030000";"2.036.265,33";"2.036.265,33";"2.036.265,33"
"28843228880040000";"326.983,72";"326.982,97";"326.982,97"
"28843228880070000";"124.344,17";"124.344,17";"124.246,33"
"28843228880090000";"27.334,47";"20.049,90";"20.049,90"
"28843228880100000";"2.348,00";"2.348,00";"2.348,00"
"28843228880110000";"2.806.351,24";"2.806.351,24";"2.806.351,24"
"28843228880120000";"178.749.763,77";"178.749.763,77";"177.427.096,71"
"28843228880140000";"145.406.412,61";"145.406.412,61";"145.406.412,61"
"28843228880150001";"122.219,46";"122.219,46";"122.219,46"
"28843228880180000";"6.984.764,30";"6.984.764,30";"6.984.764,30"
"28845228880240000";"405.650.467,11";"405.650.467,11";"358.885.208,89"
"28845228880250000";"225.615,63";"225.615,63";"198.035,88"
"28845228880260000";"1.317.831,58";"1.317.831,58";"1.317.831,58"
"28845228880270000";"63.718.562,80";"63.718.562,80";"61.323.399,27"
"28845229280285062";"550.947,84";"550.947,84";"550.947,84"
"28845229280285065";"100.000,00";"100.000,00";"100.000,00"
"28845229280285081";"1.550.947,84";"1.550.947,84";"1.550.947,84"
"28845229280285141";"100.000,00";"100.000,00";"100.000,00"
"28845229280285142";"150.000,00";"150.000,00";"150.000,00"
"28845229280285143";"150.000,00";"150.000,00";"150.000,00"
"28845229280285144";"150.000,00";"150.000,00";"150.000,00"
"28845229280285145";"150.000,00";"150.000,00";"150.000,00"
"28845229280285146";"150.000,00";"150.000,00";"150.000,00"
"28845229280285208";"200.000,00";"200.000,00";"200.000,00"
"28845229280285217";"70.000,00";"70.000,00";"70.000,00"
"28845229280285218";"400.000,00";"400.000,00";"400.000,00"
"28845229280285237";"490.000,00";"490.000,00";"490.000,00"
"28845229280285400";"1.650.947,84";"1.650.947,84";"1.650.947,84"
"28845229280285444";"50.000,00";"50.000,00";"50.000,00"
"28845229280285451";"480.947,84";"480.947,84";"480.947,84"
"28845229280285459";"50.000,00";"50.000,00";"0,00"
"28845229280285462";"0,00";"0,00";"0,00"
"28845229280285495";"400.000,00";"400.000,00";"400.000,00"
"28845229280285506";"399.052,16";"399.052,16";"399.052,16"
"28845229280285517";"0,00";"0,00";"0,00"
"28845229280285519";"0,00";"0,00";"0,00"
"28845229280285530";"400.000,00";"400.000,00";"200.000,00"
"28845229280285556";"200.000,00";"200.000,00";"0,00"
"28845229280285572";"550.000,00";"550.000,00";"550.000,00"
"28845229280285580";"65.947,84";"65.947,84";"0,00"
"28845229280285584";"287.580,00";"287.580,00";"0,00"
"28845229280285585";"150.000,00";"150.000,00";"0,00"
"28845229280285586";"150.000,00";"150.000,00";"0,00"
"28845229280285602";"410.000,00";"410.000,00";"0,00"
"28845229280285625";"100.000,00";"100.000,00";"100.000,00"
"28845229280285626";"400.000,00";"400.000,00";"0,00"
"28845229280285628";"400.947,84";"400.947,84";"0,00"
"28845229280285648";"50.000,00";"50.000,00";"0,00"
"28846228822250000";"3.452.576,55";"3.452.576,55";"3.452.576,55"
"28846228822260000";"618.221,68";"617.739,60";"591.750,71"
"28846228880200000";"39.239.376,48";"39.239.376,48";"39.239.376,48"
"28846228880210000";"5.603.095,31";"5.603.095,31";"5.603.095,31"
"28846228880220000";"85.144.636,88";"85.144.636,88";"85.144.636,88"
