descricao;empenhado;liquidado;pago
"7606080613";"450,00";"450,00";"450,00"
"7606080614";"450,00";"450,00";"450,00"
"7606080615";"450,00";"450,00";"450,00"
"7606080616";"450,00";"450,00";"450,00"
"7606080617";"450,00";"450,00";"450,00"
"7606080618";"450,00";"450,00";"450,00"
"7606080619";"450,00";"450,00";"450,00"
"7606080620";"968,62";"968,62";"968,62"
"7606080621";"550,00";"550,00";"550,00"
"7606080622";"550,00";"550,00";"550,00"
"7606080623";"450,00";"450,00";"450,00"
"7606080624";"450,00";"450,00";"450,00"
"7606080625";"450,00";"450,00";"450,00"
"7606080626";"450,00";"450,00";"450,00"
"7606080627";"1.001,87";"1.001,87";"1.001,87"
"7606080628";"2.410,00";"0,00";"0,00"
"7606080629";"1.635,00";"0,00";"0,00"
"7606080630";"450,00";"450,00";"450,00"
"7606080631";"450,00";"450,00";"450,00"
"7606080632";"450,00";"450,00";"450,00"
"7606080633";"450,00";"450,00";"450,00"
"7606080634";"550,00";"550,00";"550,00"
"7606080635";"450,00";"450,00";"450,00"
"7606080636";"450,00";"450,00";"450,00"
"7606080637";"720,00";"720,00";"720,00"
"7606080638";"0,00";"0,00";"0,00"
"7606080640";"450,00";"450,00";"450,00"
"7606080641";"450,00";"450,00";"450,00"
"7606080642";"837,00";"837,00";"837,00"
"7606080643";"450,00";"450,00";"450,00"
"7606080644";"680,00";"0,00";"0,00"
"7606080645";"450,00";"450,00";"450,00"
"7606080646";"450,00";"450,00";"450,00"
"7606080647";"2.368,10";"2.368,10";"2.368,10"
"7606080648";"725,90";"725,90";"725,90"
"7606080649";"3.534,00";"3.534,00";"3.534,00"
"7606080650";"450,00";"450,00";"450,00"
"7606080651";"450,00";"450,00";"450,00"
"7606080652";"538,12";"538,12";"538,12"
"7606080653";"143,12";"143,12";"143,12"
"7606080654";"1.614,37";"1.614,37";"1.614,37"
"7606080655";"2.146,87";"2.146,87";"2.146,87"
"7606080656";"2.146,87";"2.146,87";"2.146,87"
"7606080657";"155.561,50";"139.594,10";"139.594,10"
"7606080658";"2.146,87";"2.146,87";"2.146,87"
"7606080659";"715,62";"715,62";"715,62"
"7606080663";"19.000,00";"19.000,00";"19.000,00"
"7606080664";"4.887,00";"4.887,00";"4.887,00"
"7606080665";"37.702,50";"37.702,50";"37.702,50"
"7606080666";"538,12";"538,12";"538,12"
"7606080667";"215,25";"215,25";"215,25"
"7606080668";"538,12";"538,12";"538,12"
"7606080669";"1.001,87";"1.001,87";"1.001,87"
"7606080670";"144,31";"144,31";"144,31"
"7606080671";"1.574,37";"1.574,37";"1.574,37"
"7606080672";"753,37";"753,37";"753,37"
"7606080673";"1.001,87";"1.001,87";"1.001,87"
"7606080674";"1.001,87";"1.001,87";"1.001,87"
"7606080675";"450,00";"450,00";"450,00"
"7606080676";"550,00";"550,00";"550,00"
"7606080677";"450,00";"450,00";"450,00"
"7606080678";"1.534,22";"1.534,22";"1.534,22"
"7606080679";"196,98";"196,98";"196,98"
"7606080680";"1.183,87";"1.183,87";"1.183,87"
"7606080681";"1.574,37";"1.574,37";"1.574,37"
"7606080682";"450,00";"450,00";"450,00"
"7606080683";"1.001,87";"1.001,87";"1.001,87"
"7606080684";"1.256,25";"1.256,25";"0,00"
"7606080685";"450,00";"450,00";"450,00"
"7606080686";"1.183,87";"1.183,87";"1.183,87"
"7606080687";"1.183,87";"1.183,87";"1.183,87"
"7606080688";"450,00";"450,00";"450,00"
"7606080689";"3.005,62";"3.005,62";"3.005,62"
"7606080690";"3.005,62";"3.005,62";"3.005,62"
"7606080691";"3.005,62";"3.005,62";"3.005,62"
"7606080692";"2.260,12";"2.260,12";"2.260,12"
"7606080693";"286,15";"286,15";"286,15"
"7606080694";"1.399,12";"1.399,12";"1.399,12"
"7606080695";"1.183,87";"1.183,87";"1.183,87"
"7606080696";"82.611,00";"82.611,00";"82.611,00"
"7606080697";"1.574,37";"1.574,37";"1.574,37"
"7606080698";"215,25";"215,25";"215,25"
"7606080699";"1.574,37";"1.574,37";"1.574,37"
"7606080700";"1.574,37";"1.574,37";"1.574,37"
"7606080701";"511.998,00";"0,00";"0,00"
"7606080702";"5.456,40";"5.325,45";"5.325,45"
"7606080703";"2.728,20";"2.662,72";"2.662,72"
"7606080704";"1.574,37";"1.574,37";"1.574,37"
"7606080705";"715,62";"715,62";"715,62"
"7606080706";"715,62";"715,62";"715,62"
"7606080707";"275.924,34";"275.924,34";"0,00"
"7606080708";"288.677,42";"288.677,42";"0,00"
"7606080709";"1.001,87";"1.001,87";"1.001,87"
"7606080710";"0,00";"0,00";"0,00"
"7606080711";"1.001,87";"1.001,87";"1.001,87"
"7606080712";"1.345,50";"1.345,50";"1.345,50"
"7606080713";"538,12";"538,12";"538,12"
"7606080714";"1.001,87";"1.001,87";"1.001,87"
"7606080715";"20.000,00";"0,00";"0,00"
"7606080716";"1.860,62";"1.860,62";"1.860,62"
"7606080717";"1.860,62";"1.860,62";"1.860,62"
"7606080718";"1.789,37";"1.789,37";"1.789,37"
"7606080720";"12.074,40";"12.074,40";"12.074,40"
"7606080721";"1.860,62";"1.860,62";"1.860,62"
"7606080722";"1.860,62";"1.860,62";"1.860,62"
"7606080723";"1.860,62";"1.860,62";"1.860,62"
"7606080724";"125.027,82";"125.027,82";"125.027,82"
"7606080725";"1.860,62";"1.860,62";"1.860,62"
"7606080726";"715,62";"715,62";"715,62"
"7606080727";"1.860,62";"1.860,62";"1.860,62"
"7606080728";"1.399,12";"1.399,12";"1.399,12"
"7606080729";"1.288,12";"1.288,12";"1.288,12"
"7606080730";"1.288,12";"1.288,12";"1.288,12"
"7606080731";"0,00";"0,00";"0,00"
"7606080732";"286,25";"286,25";"286,25"
"7606080734";"1.860,62";"1.860,62";"1.860,62"
"7606080736";"753,37";"753,37";"753,37"
"7606080737";"3.220,87";"3.220,87";"3.220,87"
"7606080738";"9.000,00";"9.000,00";"9.000,00"
"7606080739";"21.000,00";"21.000,00";"21.000,00"
"7606080740";"123,88";"123,88";"123,88"
"7606080741";"28.589,52";"28.589,52";"28.589,52"
"7606080742";"933,34";"933,34";"933,34"
"7606080743";"2.010,00";"0,00";"0,00"
"7606080744";"286.373,68";"286.373,68";"286.373,68"
"7606080745";"122,00";"122,00";"122,00"
"7606080746";"968,62";"968,62";"968,62"
"7606080747";"6.750,00";"6.750,00";"6.750,00"
"7606080748";"6.300,00";"6.300,00";"6.300,00"
"7606080749";"712,44";"0,00";"0,00"
"7606080750";"3.749,00";"3.749,00";"3.749,00"
"7606080751";"450,00";"450,00";"450,00"
"7606080752";"450,00";"450,00";"450,00"
"7606080753";"450,00";"450,00";"450,00"
"7606080754";"450,00";"450,00";"450,00"
"7606080755";"450,00";"450,00";"450,00"
"7606080756";"650,00";"650,00";"650,00"
"7606080757";"450,00";"450,00";"450,00"
"7606080758";"450,00";"450,00";"450,00"
"7606080760";"550,00";"550,00";"550,00"
"7606080761";"450,00";"450,00";"450,00"
"7606080762";"450,00";"450,00";"450,00"
"7606080763";"550,00";"550,00";"550,00"
"7606080764";"0,00";"0,00";"0,00"
"7606080765";"450,00";"450,00";"450,00"
"7606080766";"450,00";"450,00";"450,00"
"7606080767";"450,00";"450,00";"450,00"
"7606080768";"450,00";"450,00";"450,00"
"7606080769";"450,00";"450,00";"450,00"
"7606080770";"450,00";"450,00";"450,00"
"7606080771";"450,00";"450,00";"450,00"
"7606080772";"450,00";"450,00";"450,00"
"7606080773";"450,00";"450,00";"450,00"
"7606080774";"450,00";"450,00";"450,00"
"7606080775";"450,00";"450,00";"450,00"
"7606080776";"450,00";"450,00";"450,00"
"7606080777";"450,00";"450,00";"450,00"
"7606080778";"2.146,87";"2.146,87";"2.146,87"
"7606080779";"450,00";"450,00";"450,00"
"7606080780";"1.001,87";"1.001,87";"1.001,87"
"7606080781";"450,00";"450,00";"450,00"
"7606080782";"450,00";"450,00";"450,00"
"7606080784";"2.146,87";"2.146,87";"2.146,87"
"7606080785";"2.146,87";"2.146,87";"2.146,87"
"7606080786";"1.001,87";"1.001,87";"1.001,87"
"7606080787";"3.220,87";"3.220,87";"3.220,87"
"7606080788";"968,62";"968,62";"968,62"
"7606080789";"450,00";"450,00";"450,00"
"7606080790";"550,00";"550,00";"550,00"
"7606080791";"450,00";"450,00";"450,00"
"7606080792";"5.681,00";"5.681,00";"5.681,00"
"7606080794";"15.000,00";"7.177,00";"0,00"
"7606080795";"20.000,00";"7.089,69";"0,00"
"7606080796";"753,37";"753,37";"753,37"
"7606080797";"343,02";"0,00";"0,00"
"7606080798";"2.375,00";"0,00";"0,00"
"7606080799";"504,90";"0,00";"0,00"
"7606080800";"630,00";"0,00";"0,00"
"7606080801";"4.257,00";"0,00";"0,00"
"7606080802";"450,00";"450,00";"450,00"
"7606080804";"450,00";"450,00";"450,00"
"7606080805";"450,00";"450,00";"450,00"
"7606080806";"450,00";"450,00";"450,00"
"7606080807";"2.146,87";"2.146,87";"2.146,87"
"7606080808";"2.146,87";"2.146,87";"2.146,87"
"7606080809";"2.146,87";"2.146,87";"2.146,87"
"7606080810";"2.505,12";"2.505,12";"2.505,12"
"7606080811";"2.146,87";"2.146,87";"2.146,87"
"7606080812";"2.146,87";"2.146,87";"2.146,87"
"7606080813";"1.298,79";"1.298,79";"1.298,79"
"7606080814";"968,62";"968,62";"968,62"
"7606080815";"1.288,12";"1.288,12";"1.288,12"
"7606080816";"1.288,12";"1.288,12";"1.288,12"
"7606080817";"968,62";"968,62";"968,62"
"7606080818";"110.148,00";"110.148,00";"110.148,00"
"7606080819";"1.288,12";"1.288,12";"1.288,12"
"7606080820";"1.288,12";"1.288,12";"1.288,12"
"7606080821";"118,74";"0,00";"0,00"
"7606080822";"1.288,12";"1.288,12";"1.288,12"
"7606080823";"10.000,00";"1.081,28";"0,00"
"7606080825";"177,50";"177,50";"177,50"
"7606080826";"166.290,00";"134.079,21";"134.079,21"
"7606080827";"2.146,87";"2.146,87";"2.146,87"
"7606080828";"2.146,87";"2.146,87";"2.146,87"
"7606080829";"2.146,87";"2.146,87";"2.146,87"
"7606080830";"2.146,87";"2.146,87";"2.146,87"
"7606080831";"2.146,87";"2.146,87";"2.146,87"
"7606080832";"2.146,87";"2.146,87";"2.146,87"
"7606080833";"37.751,04";"25.167,36";"0,00"
"7606080834";"1.399,12";"1.399,12";"1.399,12"
"7606080835";"27.905,04";"18.603,36";"18.603,36"
"7606080836";"286,25";"286,25";"286,25"
"7606080837";"1.288,12";"1.288,12";"1.288,12"
"7606080838";"5.312,07";"0,00";"0,00"
"7606080839";"5.143,60";"0,00";"0,00"
"7606080840";"1.001,87";"1.001,87";"1.001,87"
"7606080841";"107,62";"107,62";"107,62"
"7606080842";"107,62";"107,62";"107,62"
"7606080843";"107,62";"107,62";"107,62"
"7606080844";"107,62";"107,62";"107,62"
"7606080845";"1.001,87";"1.001,87";"1.001,87"
"7606080846";"1.001,87";"1.001,87";"1.001,87"
"7606080847";"968,62";"968,62";"968,62"
"7606080848";"2.505,12";"2.505,12";"2.505,12"
"7606080849";"2.505,12";"2.505,12";"2.505,12"
"7606080850";"1.574,37";"1.574,37";"1.574,37"
"7606080851";"1.288,12";"1.288,12";"1.288,12"
"7606080852";"1.288,12";"1.288,12";"1.288,12"
"7606080853";"143,12";"143,12";"143,12"
"7606080854";"143,12";"143,12";"143,12"
"7606080855";"143,12";"143,12";"143,12"
"7606080856";"143,12";"143,12";"143,12"
"7606080857";"143,12";"143,12";"143,12"
"7606080858";"143,12";"143,12";"143,12"
"7606080859";"143,12";"143,12";"143,12"
"7606080860";"143,12";"143,12";"143,12"
"7606080861";"143,12";"143,12";"143,12"
"7606080862";"1.614,37";"1.614,37";"1.614,37"
"7606080863";"1.614,37";"1.614,37";"1.614,37"
"7606080864";"1.574,37";"1.574,37";"1.574,37"
"7606080865";"1.574,37";"1.574,37";"1.574,37"
"7606080866";"107,62";"107,62";"107,62"
"7606080867";"143,12";"143,12";"143,12"
"7606080868";"450,00";"450,00";"450,00"
"7606080869";"30.000,00";"0,00";"0,00"
"7606080870";"450,00";"450,00";"450,00"
"7606080871";"450,00";"450,00";"450,00"
"7606080872";"450,00";"450,00";"450,00"
"7606080873";"450,00";"450,00";"450,00"
"7606080874";"450,00";"450,00";"450,00"
"7606080875";"1.860,62";"1.860,62";"1.860,62"
"7606080876";"450,00";"450,00";"450,00"
"7606080877";"1.860,62";"1.860,62";"1.860,62"
"7606080878";"450,00";"450,00";"450,00"
"7606080879";"450,00";"450,00";"450,00"
"7606080880";"1.860,62";"1.860,62";"1.860,62"
"7606080881";"650,00";"650,00";"650,00"
"7606080882";"450,00";"450,00";"450,00"
"7606080883";"450,00";"450,00";"450,00"
"7606080884";"550,00";"550,00";"550,00"
"7606080885";"450,00";"450,00";"450,00"
"7606080886";"550,00";"550,00";"550,00"
"7606080887";"450,00";"450,00";"450,00"
"7606080888";"450,00";"450,00";"450,00"
"7606080889";"450,00";"450,00";"450,00"
"7606080890";"450,00";"450,00";"450,00"
"7606080891";"550,00";"550,00";"550,00"
"7606080892";"550,00";"550,00";"550,00"
"7606080893";"450,00";"450,00";"450,00"
"7606080894";"450,00";"450,00";"450,00"
"7606080895";"450,00";"450,00";"450,00"
"7606080896";"450,00";"450,00";"450,00"
"7606080897";"450,00";"450,00";"450,00"
"7606080898";"450,00";"450,00";"450,00"
"7606080899";"450,00";"450,00";"450,00"
"7606080900";"450,00";"450,00";"450,00"
"7606080901";"450,00";"450,00";"450,00"
"7606080902";"450,00";"450,00";"450,00"
"7606080903";"1.183,87";"1.183,87";"1.183,87"
"7606080904";"810,09";"810,09";"810,09"
"7606080905";"127,82";"127,82";"127,82"
"7606080906";"286,25";"286,25";"286,25"
"7606080907";"286,25";"286,25";"286,25"
"7606080908";"286,25";"286,25";"286,25"
"7606080909";"286,25";"286,25";"286,25"
"7606080910";"143,12";"143,12";"0,00"
"7606080911";"143,12";"143,12";"0,00"
"7606080912";"286,25";"286,25";"286,25"
"7606080913";"450,00";"450,00";"450,00"
"7606080914";"286,25";"286,25";"286,25"
"7606080915";"450,00";"450,00";"450,00"
"7606080916";"450,00";"450,00";"450,00"
"7606080917";"1.399,12";"1.399,12";"1.399,12"
"7606080918";"70.700,40";"47.133,60";"47.133,60"
"7606080919";"286,25";"286,25";"286,25"
"7606080920";"715,62";"715,62";"715,62"
"7606080921";"70.020,00";"70.020,00";"70.020,00"
"7606080922";"450,00";"450,00";"450,00"
"7606080932";"450,00";"450,00";"450,00"
"7606080933";"450,00";"450,00";"450,00"
"7606080935";"2.400,00";"0,00";"0,00"
"7606080936";"8.625,84";"0,00";"0,00"
"7606080937";"550,00";"550,00";"550,00"
"7606080938";"143,12";"143,12";"143,12"
"7606080939";"3.864,37";"3.864,37";"3.864,37"
"7606080940";"3.864,37";"3.864,37";"3.864,37"
"7606080941";"3.864,37";"3.864,37";"3.864,37"
"7606080942";"2.146,87";"2.146,87";"2.146,87"
"7606080943";"2.146,87";"2.146,87";"2.146,87"
"7606080944";"2.719,37";"2.719,37";"2.719,37"
"7606080945";"2.719,37";"2.719,37";"2.719,37"
"7606080946";"2.719,37";"2.719,37";"2.719,37"
"7606080947";"1.288,12";"1.288,12";"0,00"
"7606080948";"1.288,12";"1.288,12";"0,00"
"7606080949";"118.186,40";"0,00";"0,00"
"7606080950";"715,62";"715,62";"715,62"
"7606080951";"2.400,00";"0,00";"0,00"
"7606080952";"9.300,00";"0,00";"0,00"
"7606080953";"450,00";"450,00";"450,00"
"7606080955";"1.860,62";"1.860,62";"1.860,62"
"7606080956";"1.860,62";"1.860,62";"1.860,62"
"7606080957";"0,00";"0,00";"0,00"
"7606080959";"1.399,12";"1.399,12";"1.399,12"
"7606080960";"40,00";"0,00";"0,00"
"7606080961";"1.288,12";"1.288,12";"0,00"
"7606080962";"1.288,12";"1.288,12";"0,00"
"7606080963";"1.001,87";"1.001,87";"0,00"
"7606080964";"8.000,00";"0,00";"0,00"
"7606080965";"16.000,00";"0,00";"0,00"
"7606400001";"1.485,67";"1.485,67";"1.485,67"
"7606400002";"1.485,67";"1.485,67";"1.485,67"
"7606400003";"1.485,67";"1.485,67";"1.485,67"
"7606400004";"1.485,67";"1.485,67";"1.485,67"
"7606400005";"1.485,67";"1.485,67";"1.485,67"
"7606400006";"1.485,67";"1.485,67";"1.485,67"
"7606400007";"1.485,67";"1.485,67";"1.485,67"
"7606400008";"1.485,67";"1.485,67";"1.485,67"
"7606400009";"1.485,67";"1.485,67";"1.485,67"
"7606400010";"1.485,67";"1.485,67";"1.485,67"
"7606400011";"1.485,67";"1.485,67";"1.485,67"
"7606400012";"1.485,67";"1.485,67";"1.485,67"
"7606400013";"1.485,67";"1.485,67";"1.485,67"
"7606400014";"1.485,67";"1.485,67";"1.485,67"
"7606400015";"1.485,67";"1.485,67";"1.485,67"
"7606400016";"1.485,67";"1.485,67";"1.485,67"
"7606400017";"1.485,67";"1.485,67";"1.485,67"
"7606400018";"1.485,67";"1.485,67";"1.485,67"
"7606400019";"6.000,00";"6.000,00";"6.000,00"
"7606400020";"26.887,00";"26.887,00";"26.887,00"
"7606400021";"1.485,67";"1.485,67";"1.485,67"
"7606400022";"1.485,67";"1.485,67";"1.485,67"
"7606400023";"1.485,67";"1.485,67";"1.485,67"
"7606400024";"1.485,67";"1.485,67";"1.485,67"
"7606400025";"1.485,67";"1.485,67";"1.485,67"
"7606400026";"1.485,67";"1.485,67";"1.485,67"
"7606400027";"1.485,67";"1.485,67";"1.485,67"
"7606400028";"1.485,67";"1.485,67";"1.485,67"
"7606400029";"1.485,67";"1.485,67";"1.485,67"
"7606400030";"1.485,67";"1.485,67";"1.485,67"
"7606400031";"25.325,00";"25.325,00";"25.325,00"
"7606400032";"1.485,67";"1.485,67";"1.485,67"
"7606400033";"1.485,67";"1.485,67";"1.485,67"
"7606400034";"1.485,67";"1.485,67";"1.485,67"
"7606400035";"1.485,67";"1.485,67";"1.485,67"
"7606400036";"1.485,67";"1.485,67";"1.485,67"
"7606400037";"1.485,67";"1.485,67";"1.485,67"
"7606400038";"1.485,67";"1.485,67";"1.485,67"
"7606400039";"1.485,67";"1.485,67";"1.485,67"
"7606400040";"1.485,67";"1.485,67";"1.485,67"
"7606420001";"1.318,00";"1.318,00";"1.318,00"
"7606420002";"223,11";"0,00";"0,00"
"7606420003";"93,00";"0,00";"0,00"
"7606420004";"240,00";"0,00";"0,00"
"7606420005";"229,68";"0,00";"0,00"
"7606420006";"990,00";"0,00";"0,00"
"7610010001";"1.010,17";"1.010,17";"1.010,17"
"7610010002";"715,62";"715,62";"715,62"
"7610010003";"715,62";"715,62";"715,62"
"7610010004";"721,55";"721,55";"721,55"
"7610010005";"715,62";"715,62";"715,62"
"7610010006";"715,62";"715,62";"715,62"
"7610010007";"13.953,24";"13.953,24";"13.953,24"
"7610010008";"204.956,72";"204.956,72";"204.956,72"
"7610010009";"11.600,00";"11.600,00";"11.600,00"
"7610010010";"0,00";"0,00";"0,00"
"7610010011";"368.964,41";"368.964,41";"368.964,41"
"7610010012";"39.359,20";"39.359,20";"39.359,20"
"7610010013";"20.850,00";"20.850,00";"20.850,00"
"7610010014";"10.800,00";"10.800,00";"10.800,00"
"7610010015";"29.320,50";"29.320,50";"19.547,00"
"7610010016";"75.987,42";"75.987,42";"75.987,42"
"7610010017";"41.261,64";"41.261,64";"41.261,64"
"7610010018";"25.000,00";"25.000,00";"25.000,00"
"7610010019";"19.750,50";"19.750,50";"19.750,50"
"7610010020";"45.621,00";"45.621,00";"45.621,00"
"7610010021";"30.000,00";"30.000,00";"30.000,00"
"7610010022";"1.288,12";"1.288,12";"1.288,12"
"7610010023";"1.288,12";"1.288,12";"1.288,12"
"7610010024";"1.288,12";"1.288,12";"1.288,12"
"7610010026";"246.000,00";"246.000,00";"246.000,00"
"7610010027";"2.146,87";"2.146,87";"2.146,87"
"7610010028";"0,00";"0,00";"0,00"
"7610010029";"4.000,00";"4.000,00";"4.000,00"
"7610010030";"0,00";"0,00";"0,00"
"7610010031";"0,00";"0,00";"0,00"
"7610010035";"1.574,37";"1.574,37";"1.574,37"
"7610010036";"111.916,90";"111.916,90";"111.916,90"
"7610010037";"715,62";"715,62";"715,62"
"7610010038";"721,55";"721,55";"721,55"
"7610010039";"18.720,00";"18.720,00";"18.720,00"
"7610010040";"165,00";"165,00";"165,00"
"7610010041";"78.238,04";"78.238,04";"78.238,04"
"7610010042";"2.757.360,00";"2.757.360,00";"2.757.360,00"
"7610010043";"200.000,00";"200.000,00";"200.000,00"
"7610010044";"200.000,00";"200.000,00";"200.000,00"
"7610010045";"12.928,26";"12.928,26";"12.928,26"
"7610010046";"15.613,56";"15.613,56";"15.613,56"
"7610010047";"715,62";"715,62";"715,62"
"7610010048";"1.860,62";"1.860,62";"1.860,62"
"7610010049";"1.288,12";"1.288,12";"1.288,12"
"7610010050";"1.298,79";"1.298,79";"1.298,79"
"7610010051";"1.288,12";"1.288,12";"1.288,12"
"7610010052";"755,00";"755,00";"755,00"
"7610010053";"1.574,37";"1.574,37";"1.574,37"
"7610010054";"4.652,37";"4.652,37";"4.652,37"
"7610010055";"429,93";"429,93";"429,93"
"7610010057";"90.000,00";"90.000,00";"90.000,00"
"7610010058";"0,00";"0,00";"0,00"
"7610010059";"4.652,37";"4.652,37";"4.652,37"
"7610010061";"5.368,13";"5.368,13";"5.368,13"
"7610010062";"1.587,41";"1.587,41";"1.587,41"
"7610010063";"1.574,37";"1.574,37";"1.574,37"
"7610010064";"2.642,50";"2.642,50";"2.642,50"
"7610010065";"11.202,62";"11.202,62";"11.202,62"
"7610010066";"4.834,00";"4.834,00";"4.834,00"
"7610010067";"200.000,00";"200.000,00";"200.000,00"
"7610010068";"143.080,00";"143.080,00";"143.080,00"
"7610010069";"7.100,00";"7.100,00";"7.100,00"
"7610010070";"13.350,61";"13.350,61";"13.350,61"
"7610010071";"5.010,00";"2.315,00";"2.315,00"
"7610010072";"45.621,00";"45.621,00";"45.621,00"
"7610010073";"26.950,50";"26.950,50";"26.950,50"
"7610010074";"4.000,00";"4.000,00";"4.000,00"
"7610010075";"217.109,85";"217.109,85";"217.109,85"
"7610010076";"355.952,69";"355.952,69";"355.952,69"
"7610010077";"34.750,00";"34.750,00";"34.750,00"
"7610010078";"50.000,00";"0,00";"0,00"
"7610010079";"29.320,50";"29.320,50";"19.547,00"
"7610010080";"246.000,00";"246.000,00";"164.000,00"
"7610010081";"75.987,42";"75.987,42";"75.987,42"
"7610010082";"50.000,00";"33.486,95";"33.486,95"
"7610010083";"30.000,00";"30.000,00";"30.000,00"
"7610010084";"620,00";"522,40";"124,00"
"7610010085";"2.490,00";"2.315,70";"2.315,70"
"7610010086";"780,00";"0,00";"0,00"
"7610010087";"27.059,45";"27.059,45";"27.059,45"
"7610010088";"10.864,40";"10.864,40";"10.864,40"
"7610010089";"7.515,00";"7.515,00";"7.515,00"
"7610010090";"4.650,00";"4.650,00";"4.650,00"
"7610010091";"4.053,48";"4.053,48";"4.053,48"
"7610010092";"5.391,21";"5.391,21";"5.391,21"
"7610010093";"4.639,11";"4.639,11";"4.639,11"
"7610010094";"1.132,50";"1.132,50";"1.132,50"
"7610010095";"6.039,75";"6.039,75";"6.039,75"
"7610010096";"5.391,21";"5.391,21";"5.391,21"
"7610010097";"1.132,50";"1.132,50";"1.132,50"
"7610010098";"5.391,21";"5.391,21";"5.391,21"
"7610010099";"4.329,58";"4.329,58";"4.329,58"
"7610010100";"1.288,12";"1.288,12";"1.288,12"
"7610010101";"5.378,18";"5.378,18";"5.378,18"
"7610010102";"4.053,50";"4.053,50";"4.053,50"
"7610010103";"5.020,81";"5.020,81";"5.020,81"
"7610010104";"2.277,32";"2.277,32";"2.277,32"
"7610010105";"59.057,56";"59.057,56";"59.057,56"
"7610010106";"50,00";"50,00";"50,00"
"7610010107";"105,60";"0,00";"0,00"
"7610010108";"3.033,77";"3.033,77";"3.033,77"
"7610010109";"1.346,80";"1.346,80";"1.346,80"
"7610010110";"780,00";"780,00";"780,00"
"7610010111";"2.728,90";"2.728,90";"0,00"
"7610010112";"349,90";"349,90";"0,00"
"7610010113";"700,52";"700,52";"700,52"
"7610010114";"899,80";"899,80";"899,80"
"7610010115";"125,05";"125,05";"125,05"
"7610010116";"155,00";"155,00";"155,00"
"7610010117";"2.234,90";"2.234,90";"2.234,90"
"7610010118";"152,90";"152,90";"152,90"
"7610010119";"3.587,15";"3.587,15";"3.587,15"
"7610010120";"18,90";"18,90";"18,90"
"7610010121";"193.000,00";"193.000,00";"193.000,00"
"7610010122";"68.460,00";"68.460,00";"68.460,00"
"7610010123";"1.305,00";"1.305,00";"1.305,00"
"7610010124";"66.828,00";"66.828,00";"66.828,00"
"7610010125";"14.200,00";"14.200,00";"14.200,00"
"7610010126";"1.073,62";"1.073,62";"1.073,62"
"7610010127";"715,62";"715,62";"715,62"
"7610010128";"3.005,62";"3.005,62";"3.005,62"
"7610010129";"21.949,95";"21.949,95";"21.949,95"
"7610010131";"205.957,00";"205.957,00";"205.957,00"
"7610010132";"15.145,00";"15.145,00";"15.145,00"
"7610010133";"715,62";"715,62";"715,62"
"7610010134";"1.010,17";"1.010,17";"1.010,17"
"7610010135";"235.800,00";"235.800,00";"235.800,00"
"7610010136";"2.505,12";"2.505,12";"2.505,12"
"7610010137";"1.789,37";"1.789,37";"0,00"
"7610010138";"2.642,50";"2.642,50";"2.642,50"
"7610010139";"6.401,25";"6.401,25";"6.401,25"
"7610010140";"3.388,50";"3.388,50";"3.388,50"
"7610010141";"1.452,30";"1.452,30";"1.452,30"
"7610010142";"29,40";"29,40";"29,40"
"7610010143";"4.340,00";"4.340,00";"4.340,00"
"7610010144";"6.404,75";"6.404,75";"6.404,75"
"7610010145";"130,00";"130,00";"130,00"
"7610010146";"510,00";"510,00";"510,00"
"7610010147";"350,00";"350,00";"350,00"
"7610010148";"4.184,00";"4.184,00";"4.184,00"
"7610010149";"300,00";"300,00";"300,00"
"7610010150";"90,00";"90,00";"90,00"
"7610010151";"15.573,36";"15.573,36";"15.573,36"
"7610010152";"230,40";"230,40";"230,40"
"7610010153";"2.194,76";"2.194,76";"2.194,76"
"7610010154";"160,00";"160,00";"160,00"
"7610010155";"900,00";"900,00";"900,00"
"7610010157";"2.000,00";"2.000,00";"2.000,00"
"7610010158";"429,37";"429,37";"429,37"
"7610010159";"45.000,00";"45.000,00";"45.000,00"
"7610010160";"0,00";"0,00";"0,00"
"7610010161";"0,00";"0,00";"0,00"
"7610010164";"34.815,00";"34.815,00";"34.815,00"
"7610010165";"34.990,00";"34.990,00";"34.990,00"
"7610010166";"1.001,87";"1.001,87";"1.001,87"
"7610010167";"170.000,00";"170.000,00";"170.000,00"
"7610010168";"0,00";"0,00";"0,00"
"7610010170";"1.288,12";"1.288,12";"1.288,12"
"7610010171";"1.288,12";"1.288,12";"1.288,12"
"7610010172";"209.940,00";"209.940,00";"209.940,00"
"7610010173";"146.003,00";"146.003,00";"146.003,00"
"7610010175";"99.910,00";"99.910,00";"99.910,00"
"7610010176";"170.801,47";"170.801,47";"170.801,47"
"7610010178";"32.310,64";"32.310,64";"32.310,64"
"7610010179";"127,50";"0,00";"0,00"
"7610010180";"3.609,70";"3.524,63";"3.524,63"
"7610010181";"9.715.170,00";"9.715.170,00";"9.715.170,00"
"7610010182";"5.420.000,00";"5.420.000,00";"5.420.000,00"
"7610010183";"18.100,00";"18.100,00";"18.100,00"
"7610010184";"80.907,45";"80.907,45";"80.907,45"
"7610010187";"1.063.846,88";"1.063.846,88";"1.063.846,88"
"7610010188";"135.000,00";"135.000,00";"135.000,00"
"7610010190";"37.615,10";"37.615,10";"37.615,10"
"7610010191";"20.000,00";"20.000,00";"0,00"
"7610010192";"176.000,00";"176.000,00";"176.000,00"
